order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ09975,2018-02-12,09:21:07,Breakfast,NS,"[('Pancake', 2), ('Coffee', 1), ('Cereal', 10), ('Eggs', 6)]",398.0,-37.827091,144.9749192,0,9.597,14.8036815
ORDY03232,2018-01-08,08:10:08,Breakfast,TP,"[('Coffee', 5), ('Eggs', 5), ('Cereal', 6), ('Pancake', 10)]",516.0,-37.8142644,144.9379114,1,10.596,6.5026796
ORDJ10168,2018-09-06,16:16:54,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 8), ('Shrimp', 5)]",560.0,-37.8159687,144.9339652,0,10.735,14.9819632
ORDB08405,2018-12-04,19:09:17,Dinner,TP,"[('Fish&Chips', 10), ('Pasta', 1), ('Salmon', 10)]",787.5,-37.8106776,145.0006474,0,11.089,14.9138179
ORDC07413,2018-11-23,18:49:00,Dinner,NS,"[('Pasta', 10), ('Shrimp', 7), ('Salmon', 7)]",940.0,-37.8039689,144.9582379,0,7.543,13.5874101
ORDB07562,2018-05-04,12:03:22,Lunch,TP,"[('Steak', 9), ('Fries', 6), ('Salad', 6), ('Burger', 9)]",859.2,-37.8001569,144.9353663,0,13.661,16.5856758
ORDJ02873,2018-05-24,12:43:56,Lunch,TP,"[('Salad', 8), ('Chicken', 10), ('Steak', 3), ('Fries', 9)]",700.6,-37.8221479,144.979055,0,8.504,11.6421122
ORDK06545,2018-12-26,19:49:51,Dinner,BK,"[('Salmon', 3), ('Shrimp', 2), ('Fish&Chips', 6), ('Pasta', 2)]",496.0,-37.8042493,145.0108887,0,4.107,10.8366211
ORDB09593,2018-11-30,18:59:09,Dinner,TP,"[('Salmon', 9), ('Pasta', 8)]",589.0,-37.8096433,144.9725187,0,9.134,13.2309145
ORDB01978,2018-07-27,14:45:38,Lunch,TP,"[('Steak', 4), ('Fries', 9), ('Chicken', 10), ('Salad', 7)]",728.4,-37.8217484,144.979191,0,8.601,11.9235699
ORDX05761,2018-08-06,15:05:54,Lunch,BK,"[('Steak', 8), ('Burger', 10), ('Salad', 5), ('Chicken', 10)]",1076.0,-37.8029384,144.9483515,0,8.855,15.1651244
ORDB09978,2018-12-29,20:00:00,Dinner,TP,"[('Shrimp', 8), ('Salmon', 3)]",555.0,-37.8242126,144.9733404,0,8.367,13.7991881
ORDI07605,2018-02-14,09:21:07,Breakfast,NS,"[('Cereal', 7), ('Pancake', 6), ('Eggs', 3)]",358.5,-37.8086821,144.9548234,0,8.183,12.9021197
ORDB04170,2018-09-10,16:16:54,Dinner,TP,"[('Pasta', 6), ('Salmon', 9)]",534.0,-37.8108595,145.0073706,0,12.481,15.7671456
ORDJ00754,2018-04-30,11:53:14,Breakfast,TP,"[('Eggs', 4), ('Cereal', 9), ('Pancake', 3), ('Coffee', 3)]",372.25,-37.8046905,144.9731711,0,9.633,12.22026
ORDX06857,2018-01-24,08:40:33,Breakfast,BK,"[('Cereal', 4), ('Coffee', 1)]",91.5,-37.817073,144.9595551,0,8.214,13.0213983
ORDK09575,2018-09-19,16:37:10,Dinner,BK,"[('Salmon', 1), ('Shrimp', 10), ('Fish&Chips', 2), ('Pasta', 2)]",706.0,-37.8256534,144.9298935,0,15.186,22.5959311
ORDX04587,2018-06-28,13:54:55,Lunch,BK,"[('Chicken', 1), ('Burger', 7), ('Steak', 10), ('Fries', 8)]",795.0,-37.8222161,144.9312931,0,11.68,17.5637601
ORDI08003,2018-03-02,09:51:32,Breakfast,NS,"[('Pancake', 1), ('Eggs', 10)]",244.25,-37.817927,144.9678674,0,8.52,12.9773034
ORDA06564,2018-09-28,16:57:27,Dinner,BK,"[('Salmon', 5), ('Pasta', 7)]",397.5,-37.8003501,144.9501888,0,8.882,15.359924
ORDY02296,2018-05-07,12:03:22,Lunch,TP,"[('Steak', 2), ('Burger', 10), ('Fries', 8), ('Salad', 5)]",582.0,-37.8065399,144.9540979,0,9.294,19.26380025
ORDA04622,2018-08-11,15:16:03,Lunch,BK,"[('Fries', 7), ('Burger', 2)]",146.0,-37.8186933,144.953033,0,10.081,18.6898692
ORDB10602,2018-09-12,16:27:02,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 10)]",597.5,-37.8070498,144.9653015,0,9.065,13.3465031
ORDB02598,2018-02-20,09:41:24,Breakfast,TP,"[('Cereal', 3), ('Eggs', 5), ('Coffee', 8)]",233.0,-37.8025562,144.9543122,0,9.693,11.903937
ORDI09217,2018-07-05,14:05:04,Lunch,NS,"[('Burger', 8), ('Salad', 6), ('Chicken', 2), ('Fries', 10)]",535.2,-37.8227442,144.9357663,0,10.735,15.9924587
ORDX05369,2018-11-23,18:49:00,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 2), ('Salmon', 8), ('Pasta', 1)]",587.5,-37.8197678,144.9426642,0,9.78,16.5128476
ORDI04327,2018-08-11,15:16:03,Lunch,NS,"[('Chicken', 8), ('Burger', 6), ('Salad', 10), ('Fries', 4), ('Steak', 10)]",1112.0,-37.8189045,144.9527167,0,9.271,25.773034199999998
ORDC04161,2018-08-27,15:56:37,Lunch,NS,"[('Steak', 9), ('Chicken', 5), ('Fries', 6), ('Salad', 8)]",774.6,-37.8208423,144.9549685,0,9.389,14.982979
ORDI01926,2018-07-25,14:45:38,Lunch,NS,"[('Chicken', 1), ('Salad', 2), ('Burger', 3)]",159.4,-37.8222038,144.975708,0,9.146,14.3089297
ORDI10232,2018-01-14,08:20:16,Breakfast,NS,"[('Eggs', 1), ('Cereal', 4), ('Pancake', 6)]",251.5,-37.8045539,144.9736861,1,6.702,6.8780403
ORDX10905,2018-10-26,17:48:10,Dinner,BK,"[('Pasta', 4), ('Shrimp', 7)]",488.0,-37.8067849,144.9982453,0,4.625,10.7683407
ORDZ04634,2018-06-24,13:44:47,Lunch,NS,"[('Fries', 10), ('Burger', 6), ('Steak', 9), ('Chicken', 5), ('Salad', 4)]",939.8,-37.8250019,144.9827671,0,9.474,17.4307661
ORDZ06060,2018-05-08,12:13:31,Lunch,NS,"[('Steak', 5), ('Fries', 6), ('Salad', 3), ('Chicken', 5), ('Burger', 7)]",725.6,-37.8012086,144.970017,0,6.155,11.8818706
ORDX03252,2018-09-15,16:27:02,Dinner,BK,"[('Salmon', 9), ('Shrimp', 2)]",477.0,-37.8149995,144.9360903,0,10.14,19.9481031
ORDI04537,2018-05-24,12:43:56,Lunch,NS,"[('Salad', 8), ('Fries', 7), ('Steak', 7), ('Burger', 8)]",784.6,-37.8128845,144.9848008,0,8.48,13.5772053
ORDI00667,2018-09-25,16:47:19,Dinner,NS,"[('Salmon', 7), ('Shrimp', 1), ('Pasta', 9), ('Fish&Chips', 6)]",798.5,-37.8016961,144.9436348,0,8.74,14.6879627
ORDX06076,2018-01-30,08:50:42,Breakfast,BK,"[('Eggs', 10), ('Pancake', 7), ('Cereal', 8)]",557.75,-37.823161,144.9779073,0,7.186,12.2950942
ORDX09421,2018-03-06,10:01:41,Breakfast,BK,"[('Coffee', 3), ('Eggs', 1), ('Pancake', 9), ('Cereal', 5)]",367.75,-37.8159878,144.9830643,0,6.221,11.3027653
ORDK00353,2018-11-07,18:18:35,Dinner,BK,"[('Salmon', 6), ('Pasta', 10), ('Shrimp', 2)]",629.0,-37.8112471,144.9619299,0,7.653,14.9642785
ORDX00215,2018-09-03,16:06:45,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 3), ('Shrimp', 7), ('Salmon', 10)]",1140.5,-37.8071992,144.9775117,0,6.263,13.306376
ORDA03024,2018-10-26,17:48:10,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 8)]",642.0,-37.8068488,144.9979094,0,4.656,11.7832738
ORDX10421,2018-05-10,12:13:31,Lunch,BK,"[('Salad', 2), ('Steak', 9), ('Fries', 8), ('Chicken', 1), ('Burger', 4)]",691.4,-37.8004426,144.9638685,0,7.996,13.7315237
ORDX01725,2018-12-02,19:09:17,Dinner,BK,"[('Shrimp', 8), ('Fish&Chips', 4)]",572.0,-37.8154081,144.966467,0,7.536,16.6116171
ORDY03136,2018-07-28,14:55:46,Lunch,TP,"[('Burger', 6), ('Salad', 5), ('Fries', 3)]",308.0,-37.8159014,144.9612113,0,8.108,12.677358
ORDK01254,2018-12-26,19:49:51,Dinner,BK,"[('Salmon', 5), ('Pasta', 8)]",425.0,-37.8049802,144.9482313,0,8.761,15.8243383
ORDB01742,2018-10-27,17:58:18,Dinner,TP,"[('Shrimp', 4), ('Salmon', 4), ('Pasta', 5)]",517.5,-37.8207291,144.9909791,0,9.72,15.0992766
ORDZ05793,2018-10-22,17:48:10,Dinner,NS,"[('Shrimp', 4), ('Fish&Chips', 1), ('Pasta', 2), ('Salmon', 3)]",429.0,-37.8200096,144.9614025,0,8.92,15.3457143
ORDB07834,2018-07-13,14:25:21,Lunch,TP,"[('Chicken', 1), ('Burger', 10)]",342.0,-37.8164586,145.0041641,0,11.153,13.7240045
ORDK05900,2018-08-03,15:05:54,Lunch,BK,"[('Fries', 3), ('Chicken', 2), ('Salad', 3), ('Steak', 1)]",196.6,-37.8121744,144.9739415,0,6.773,12.401062
ORDC08966,2018-04-08,11:12:40,Breakfast,NS,"[('Eggs', 9), ('Cereal', 2)]",240.0,-37.8242717,144.9886927,0,9.599,16.8493386
ORDK00771,2018-07-29,14:55:46,Lunch,BK,"[('Steak', 1), ('Fries', 4), ('Burger', 1)]",124.0,-37.8121458,144.9739079,0,6.771,15.3579766
ORDI03076,2018-03-06,10:01:41,Breakfast,NS,"[('Pancake', 2), ('Coffee', 1), ('Cereal', 2), ('Eggs', 7)]",252.0,-37.8098238,144.976572,0,7.805,12.669917
ORDK02599,2018-12-18,19:39:43,Dinner,BK,"[('Pasta', 7), ('Shrimp', 4), ('Salmon', 3), ('Fish&Chips', 8)]",811.5,-37.8100895,144.9478642,0,8.978,15.5609401
ORDX06569,2018-08-13,15:26:11,Lunch,BK,"[('Salad', 6), ('Chicken', 6), ('Burger', 7)]",512.2,-37.7997729,144.9636234,0,8.111,13.7209906
ORDK10010,2018-12-08,19:19:26,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 2), ('Pasta', 5)]",429.5,-37.8092777,144.9291463,0,10.719,20.3046647
ORDZ01422,2018-10-21,17:38:01,Dinner,NS,"[('Salmon', 8), ('Pasta', 1), ('Fish&Chips', 7)]",600.5,-37.8077721,144.9941233,0,8.681,16.2140809
ORDB10606,2018-10-03,17:07:36,Dinner,TP,"[('Shrimp', 9), ('Salmon', 6), ('Fish&Chips', 6), ('Pasta', 8)]",1162.0,-37.8024773,144.963315,0,9.496,13.6823868
ORDJ00560,2018-02-01,09:00:50,Breakfast,TP,"[('Eggs', 4), ('Coffee', 5), ('Pancake', 7)]",295.25,-37.8204739,144.9791163,0,8.821,11.0032746
ORDA05987,2018-02-03,09:00:50,Breakfast,BK,"[('Pancake', 9), ('Eggs', 7), ('Cereal', 6), ('Coffee', 2)]",513.25,-37.8239721,144.9910896,0,6.135,13.7972635
ORDY08857,2018-03-05,10:01:41,Breakfast,TP,"[('Coffee', 8), ('Pancake', 3), ('Eggs', 9), ('Cereal', 10)]",540.75,-37.7960038,144.9360765,0,11.548,14.1644473
ORDK08722,2018-11-09,18:18:35,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 3)]",152.5,-37.815276,144.9617539,0,7.951,14.868015
ORDX09065,2018-07-14,14:25:21,Lunch,BK,"[('Salad', 7), ('Burger', 5), ('Chicken', 3), ('Steak', 2)]",461.4,-37.8221843,144.947702,0,9.293,17.4716687
ORDX11080,2018-04-08,11:12:40,Breakfast,BK,"[('Eggs', 1), ('Cereal', 1), ('Pancake', 2)]",91.5,-37.8147513,144.96288,0,7.874,15.3442729
ORDZ09062,2018-01-18,08:30:25,Breakfast,NS,"[('Eggs', 9), ('Cereal', 5), ('Coffee', 7)]",355.5,-37.8060043,144.9572258,1,7.838,6.8395096
ORDI02990,2018-05-24,12:43:56,Lunch,NS,"[('Burger', 9), ('Fries', 6), ('Steak', 3), ('Chicken', 3)]",582.0,-37.8229273,144.9808521,0,9.049,14.1701292
ORDB05093,2018-03-15,10:21:58,Breakfast,TP,"[('Cereal', 10), ('Pancake', 5), ('Eggs', 4)]",419.25,-37.8196791,144.9816751,0,9.011,11.7857685
ORDX06157,2018-02-23,09:41:24,Breakfast,BK,"[('Pancake', 2), ('Coffee', 3), ('Eggs', 9), ('Cereal', 10)]",479.0,-37.8236313,144.9673422,0,8.162,13.1007244
ORDB02713,2018-03-11,10:11:49,Breakfast,TP,"[('Coffee', 3), ('Eggs', 6), ('Cereal', 10), ('Pancake', 9)]",582.75,-37.8050402,144.963243,0,9.183,13.2371447
ORDJ06570,2018-11-26,18:49:00,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 3), ('Salmon', 1)]",311.0,-37.8008256,145.0046635,0,12.259,16.1603517
ORDA09421,2018-08-09,15:16:03,Lunch,BK,"[('Fries', 2), ('Salad', 5), ('Steak', 5), ('Chicken', 5)]",495.0,-37.7991533,144.9626842,0,8.211,7.3044683
ORDK10937,2018-09-27,16:57:27,Dinner,BK,"[('Shrimp', 9), ('Fish&Chips', 1)]",521.0,-37.8061405,144.9449158,0,9.137,16.1356925
ORDX07315,2018-07-10,14:15:12,Lunch,BK,"[('Burger', 9), ('Steak', 2), ('Salad', 5)]",455.0,-37.8202136,144.9601579,0,8.181,13.8685161
ORDC10249,2018-07-19,14:35:29,Lunch,NS,"[('Burger', 5), ('Salad', 4), ('Steak', 6), ('Chicken', 3)]",589.8,-37.7994977,144.9786814,0,6.976,12.3128765
ORDI00313,2018-12-15,19:29:34,Dinner,NS,"[('Pasta', 7), ('Shrimp', 2)]",300.5,-37.8063007,144.9593668,0,7.651,15.4999114
ORDY03826,2018-05-06,12:03:22,Lunch,TP,"[('Steak', 9), ('Salad', 2), ('Fries', 4), ('Chicken', 6), ('Burger', 6)]",865.4,-37.8029372,144.9355722,0,10.918,15.6620882
ORDY03953,2018-03-19,10:32:06,Breakfast,TP,"[('Cereal', 10), ('Eggs', 1), ('Pancake', 5), ('Coffee', 7)]",405.75,-37.8174026,144.9673919,0,7.742,10.8493387
ORDB07054,2018-12-05,19:09:17,Dinner,TP,"[('Salmon', 2), ('Pasta', 9)]",329.5,-37.8189911,144.9540331,0,8.428,12.6565482
ORDK04032,2018-09-03,16:06:45,Dinner,BK,"[('Salmon', 9), ('Shrimp', 1), ('Pasta', 4)]",533.0,-37.8144982,144.9355209,0,10.218,17.130587
ORDJ10216,2018-11-15,18:28:43,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 4), ('Pasta', 9)]",481.5,-37.8035966,144.9564425,0,9.441,14.0674859
ORDB03922,2018-05-02,11:53:14,Breakfast,TP,"[('Eggs', 9), ('Coffee', 10)]",273.0,-37.8063468,144.9591066,0,8.992,11.0736112
ORDB06685,2018-12-11,19:29:34,Dinner,TP,"[('Pasta', 5), ('Salmon', 2), ('Fish&Chips', 7), ('Shrimp', 2)]",572.5,-37.8203425,144.9495732,0,8.828,12.9521625
ORDA09053,2018-06-29,13:54:55,Lunch,BK,"[('Salad', 10), ('Fries', 6), ('Steak', 8)]",604.0,-37.8192211,144.9733815,0,7.642,13.1258204
ORDC06471,2018-10-31,17:58:18,Dinner,NS,"[('Shrimp', 7), ('Salmon', 4), ('Fish&Chips', 2), ('Pasta', 9)]",859.5,-37.8168076,144.9994885,0,9.977,15.8400204
ORDB04486,2018-04-12,11:12:40,Breakfast,TP,"[('Eggs', 7), ('Pancake', 2), ('Cereal', 6), ('Coffee', 7)]",381.0,-37.8135654,144.9615755,0,8.239,11.0204725
ORDB02097,2018-08-13,15:26:11,Lunch,TP,"[('Fries', 6), ('Steak', 2), ('Salad', 7), ('Chicken', 5), ('Burger', 3)]",535.4,-37.8096499,144.9873766,0,9.909,13.0191617
ORDI09216,2018-04-21,11:32:57,Breakfast,NS,"[('Cereal', 8), ('Pancake', 2)]",216.5,-37.8188804,144.9530751,0,9.254,15.892678
ORDB05179,2018-05-12,12:13:31,Lunch,TP,"[('Burger', 5), ('Chicken', 2), ('Steak', 10), ('Fries', 4), ('Salad', 2)]",751.4,-37.8009811,144.9374899,0,11.547,15.7005571
ORDI02273,2018-09-12,16:27:02,Dinner,NS,"[('Pasta', 2), ('Salmon', 7), ('Fish&Chips', 10)]",692.0,-37.8065423,144.9412049,0,9.421,15.2302415
ORDJ02014,2018-12-03,19:09:17,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 4), ('Pasta', 3), ('Salmon', 7)]",995.5,-37.813342,145.0148451,0,12.571,15.9738581
ORDY03591,2018-08-19,15:36:20,Lunch,TP,"[('Burger', 5), ('Fries', 3), ('Salad', 2)]",225.4,-37.813629,144.9656432,0,8.188,13.6831484
ORDI08677,2018-06-10,13:14:21,Lunch,NS,"[('Steak', 8), ('Burger', 8), ('Salad', 4), ('Chicken', 4), ('Fries', 5)]",864.8,-37.8136156,144.950295,0,8.702,15.9569424
ORDK05858,2018-05-18,12:33:48,Lunch,BK,"[('Chicken', 4), ('Fries', 7)]",212.0,-37.8149728,144.9449286,0,9.168,14.8678856
ORDB08427,2018-07-07,14:15:12,Lunch,TP,"[('Salad', 2), ('Fries', 6), ('Steak', 7), ('Burger', 4)]",545.4,-37.8078416,145.0132089,0,12.566,16.5561301
ORDX01930,2018-11-13,18:28:43,Dinner,BK,"[('Pasta', 2), ('Shrimp', 2)]",163.0,-37.8210144,144.9429268,0,9.748,16.8826383
ORDC07637,2018-05-14,12:23:39,Lunch,NS,"[('Fries', 2), ('Steak', 7), ('Salad', 6), ('Burger', 4), ('Chicken', 10)]",886.2,-37.8195118,144.9598887,0,8.95,14.7553426
ORDI08313,2018-02-15,09:31:16,Breakfast,NS,"[('Coffee', 1), ('Cereal', 10), ('Eggs', 1), ('Pancake', 10)]",482.0,-37.8026444,144.9880756,0,7.868,12.8013834
ORDJ02997,2018-10-28,17:58:18,Dinner,TP,"[('Shrimp', 4), ('Pasta', 2), ('Fish&Chips', 1), ('Salmon', 9)]",675.0,-37.8107373,144.9462583,0,9.697,15.2921639
ORDZ09325,2018-06-19,13:34:38,Lunch,NS,"[('Steak', 9), ('Salad', 1), ('Fries', 4)]",470.2,-37.8248651,145.007333,0,11.3,17.2447396
ORDJ07537,2018-04-04,11:02:32,Breakfast,TP,"[('Cereal', 6), ('Coffee', 4), ('Eggs', 2), ('Pancake', 2)]",248.5,-37.8053644,144.9737134,0,9.534,12.4000473
ORDA04307,2018-08-11,15:16:03,Lunch,BK,"[('Burger', 7), ('Fries', 3)]",253.0,-37.8186212,144.9532323,0,10.378,19.6139225
ORDX09901,2018-06-30,13:54:55,Lunch,BK,"[('Chicken', 1), ('Burger', 5), ('Fries', 4)]",235.0,-37.8119931,144.9384048,0,9.876,18.1120832
ORDC04732,2018-07-13,14:25:21,Lunch,NS,"[('Steak', 10), ('Salad', 3), ('Chicken', 1)]",533.6,-37.8165173,145.0056336,0,10.443,16.0375145
ORDJ03205,2018-06-02,12:54:05,Lunch,TP,"[('Fries', 7), ('Burger', 10), ('Salad', 1), ('Steak', 7), ('Chicken', 7)]",950.2,-37.8000554,144.9284168,0,11.596,16.2634618
ORDB03313,2018-04-12,11:22:49,Breakfast,TP,"[('Cereal', 10), ('Coffee', 1), ('Pancake', 8), ('Eggs', 1)]",433.5,-37.8019936,144.9443023,0,10.409,13.0094346
ORDJ03644,2018-08-04,15:05:54,Lunch,TP,"[('Steak', 1), ('Chicken', 4), ('Fries', 6), ('Burger', 5)]",400.0,-37.8199086,144.9507783,0,8.723,13.6869405
ORDX01878,2018-09-20,16:37:10,Dinner,BK,"[('Salmon', 10), ('Pasta', 3), ('Fish&Chips', 2)]",562.5,-37.8250423,145.0129146,0,5.044,11.3135377
ORDY03623,2018-04-28,11:53:14,Breakfast,TP,"[('Eggs', 1), ('Coffee', 10), ('Pancake', 7)]",266.75,-37.816016,144.9637193,0,7.901,12.5502876
ORDA10622,2018-06-29,13:54:55,Lunch,BK,"[('Burger', 8), ('Steak', 10)]",698.0,-37.8183006,144.9786591,0,6.8,12.6023063
ORDY03674,2018-10-13,17:27:53,Dinner,TP,"[('Salmon', 4), ('Pasta', 1)]",191.5,-37.8190576,144.9640736,0,7.886,13.4785238
ORDX10114,2018-02-26,09:51:32,Breakfast,BK,"[('Cereal', 2), ('Coffee', 6), ('Pancake', 6), ('Eggs', 10)]",452.5,-37.813309,144.9514018,0,8.565,13.3902675
ORDJ03064,2018-12-19,19:39:43,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 4), ('Shrimp', 6), ('Salmon', 3)]",627.0,-37.8149699,144.9275776,0,11.798,15.6060229
ORDY06202,2018-06-02,13:04:13,Lunch,TP,"[('Steak', 6), ('Salad', 6), ('Fries', 10), ('Chicken', 3), ('Burger', 9)]",868.2,-37.8182282,144.9648044,0,7.562,12.6270231
ORDI10343,2018-12-02,19:09:17,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 6)]",561.0,-37.8231533,144.9623636,0,9.318,17.3609556
ORDJ02748,2018-04-04,11:02:32,Breakfast,TP,"[('Eggs', 4), ('Cereal', 2), ('Pancake', 9), ('Coffee', 10)]",423.25,-37.805401,144.9737077,0,9.529,12.0066432
ORDY05207,2018-05-25,12:43:56,Lunch,TP,"[('Fries', 5), ('Burger', 2)]",122.0,-37.8052069,144.9945958,0,11.023,14.3652377
ORDC02470,2018-02-28,09:51:32,Breakfast,NS,"[('Eggs', 10), ('Cereal', 6), ('Coffee', 8)]",406.0,-37.8118495,145.0003956,0,9.62,13.9340743
ORDK08127,2018-09-10,16:16:54,Dinner,BK,"[('Shrimp', 4), ('Pasta', 8), ('Fish&Chips', 4)]",576.0,-37.8071804,144.996243,0,4.918,11.9685835
ORDX09307,2018-03-24,10:42:15,Breakfast,BK,"[('Cereal', 4), ('Eggs', 2)]",128.0,-37.8123572,144.9540342,0,8.311,15.3755843
ORDC05482,2018-03-22,10:32:06,Breakfast,NS,"[('Pancake', 3), ('Coffee', 8), ('Eggs', 10), ('Cereal', 2)]",394.75,-37.7993108,144.9534471,0,7.692,12.7046578
ORDC00027,2018-04-09,11:12:40,Breakfast,NS,"[('Coffee', 9), ('Cereal', 6)]",193.5,-37.8177366,144.9669261,0,8.38,20.910999750000002
ORDZ04889,2018-06-25,13:44:47,Lunch,NS,"[('Burger', 3), ('Salad', 5), ('Fries', 7)]",263.0,-37.8242138,144.9832312,0,9.412,14.5312093
ORDJ08596,2018-12-10,19:19:26,Dinner,TP,"[('Shrimp', 5), ('Pasta', 5), ('Salmon', 4)]",571.5,-37.8237514,144.9552956,0,8.033,11.8518113
ORDX00210,2018-02-04,09:00:50,Breakfast,BK,"[('Eggs', 9), ('Pancake', 9)]",416.25,-37.8153496,144.9721728,0,7.007,14.3299727
ORDY10654,2018-10-18,17:38:01,Dinner,TP,"[('Salmon', 7), ('Shrimp', 2)]",395.0,-37.8033053,144.9510182,0,9.886,13.8331718
ORDI02997,2018-02-08,09:10:59,Breakfast,NS,"[('Pancake', 3), ('Eggs', 3)]",138.75,-37.8215657,144.9805243,0,9.051,14.0440307
ORDY10975,2018-12-28,20:00:00,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 1), ('Shrimp', 9)]",758.5,-37.8195394,144.9526931,0,8.541,13.0568053
ORDB02104,2018-03-26,10:42:15,Breakfast,TP,"[('Eggs', 1), ('Coffee', 6)]",67.0,-37.8113936,144.9830234,0,9.369,12.4626666
ORDK08879,2018-02-10,09:21:07,Breakfast,BK,"[('Cereal', 9), ('Pancake', 6), ('Eggs', 9)]",532.5,-37.8069392,144.9660172,0,7.167,7.13655965
ORDI00483,2018-12-11,19:19:26,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 2), ('Salmon', 2)]",207.0,-37.804956,144.9696091,0,6.597,12.8633784
ORDI06017,2018-03-09,10:11:49,Breakfast,NS,"[('Coffee', 5), ('Pancake', 7), ('Cereal', 8)]",375.25,-37.8251136,144.9849581,0,9.561,14.1732279
ORDY04437,2018-06-28,13:54:55,Lunch,TP,"[('Chicken', 8), ('Fries', 3), ('Salad', 6)]",395.2,-37.8076134,144.9424079,0,10.114,13.3694678
ORDJ09932,2018-09-19,16:37:10,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 8), ('Shrimp', 1)]",452.0,-37.8256534,144.9298935,0,16.645,19.7395149
ORDI01988,2018-09-22,16:47:19,Dinner,NS,"[('Shrimp', 3), ('Pasta', 9), ('Fish&Chips', 1)]",444.5,-37.8019292,144.9367901,0,9.532,17.2674257
ORDB00824,2018-07-07,14:15:12,Lunch,TP,"[('Fries', 5), ('Burger', 5)]",215.0,-37.8057346,144.9439706,0,10.13,14.639051
ORDK09586,2018-02-16,09:31:16,Breakfast,BK,"[('Coffee', 6), ('Eggs', 1)]",67.0,-37.8110223,144.9505115,0,8.726,13.6764428
ORDX05638,2018-10-23,17:48:10,Dinner,BK,"[('Pasta', 2), ('Shrimp', 6), ('Fish&Chips', 7), ('Salmon', 6)]",870.0,-37.8196665,144.9714792,0,7.946,7.69523375
ORDK08322,2018-06-07,13:14:21,Lunch,BK,"[('Chicken', 10), ('Steak', 10)]",770.0,-37.8251158,144.9588699,0,8.95,14.7019132
ORDZ05129,2018-08-04,15:05:54,Lunch,NS,"[('Burger', 1), ('Chicken', 8)]",287.0,-37.8132769,144.9882693,0,8.787,8.24884515
ORDA03756,2018-10-27,17:58:18,Dinner,BK,"[('Pasta', 7), ('Shrimp', 4), ('Salmon', 10)]",818.5,-37.8075895,144.9702615,0,6.776,16.0540385
ORDX09276,2018-10-15,17:27:53,Dinner,BK,"[('Salmon', 9), ('Fish&Chips', 1), ('Pasta', 2)]",459.0,-37.8219714,144.99404,0,5.672,12.4815605
ORDB00220,2018-01-24,08:40:33,Breakfast,TP,"[('Eggs', 9), ('Cereal', 6), ('Pancake', 1)]",348.25,-37.8065078,145.001584,0,11.679,13.7112856
ORDJ07396,2018-10-07,17:17:44,Dinner,TP,"[('Shrimp', 9), ('Salmon', 5), ('Pasta', 9), ('Fish&Chips', 6)]",1148.5,-37.8020899,144.9659546,0,9.656,14.867641
ORDB02446,2018-04-13,11:22:49,Breakfast,TP,"[('Eggs', 4), ('Pancake', 3), ('Coffee', 6)]",205.75,-37.8014708,144.947374,0,10.267,12.7564152
ORDX08752,2018-12-04,19:09:17,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 10)]",655.0,-37.8160369,144.9684751,0,7.318,14.2022824
ORDC05577,2018-10-29,17:58:18,Dinner,NS,"[('Salmon', 1), ('Shrimp', 3), ('Pasta', 3)]",285.5,-37.8195702,144.9692636,0,9.354,14.8617016
ORDZ08764,2018-06-28,13:54:55,Lunch,NS,"[('Chicken', 9), ('Steak', 3), ('Fries', 10), ('Burger', 6)]",729.0,-37.8026378,144.9454626,0,8.611,14.3159835
ORDC06522,2018-08-02,15:05:54,Lunch,NS,"[('Fries', 5), ('Burger', 3)]",153.0,-37.8001778,144.9816496,0,7.207,6.2951025
ORDZ05247,2018-01-04,08:00:00,Breakfast,NS,"[('Cereal', 1), ('Eggs', 2)]",65.0,-37.8185848,145.0053358,1,10.617,8.1309655
ORDK08793,2018-04-04,11:02:32,Breakfast,BK,"[('Coffee', 8), ('Pancake', 4), ('Eggs', 3)]",223.0,-37.8211126,144.9472811,0,9.348,14.4616234
ORDZ00451,2018-04-12,11:22:49,Breakfast,NS,"[('Coffee', 5), ('Eggs', 5), ('Pancake', 8)]",341.5,-37.8019936,144.9443023,0,8.698,13.5605831
